date,city,description
2015-03-08,Dallas,moderate rain
2015-03-08,Denver,sky is clear
2015-03-08,Detroit,sky is clear
2015-03-08,Eilat,haze
2015-03-08,Haifa,sky is clear
2015-03-08,Houston,overcast clouds
2015-03-08,Indianapolis,sky is clear
2015-03-08,Jacksonville,sky is clear
2015-03-08,Jerusalem,sky is clear
2015-03-08,Kansas City,scattered clouds
2015-03-08,Las Vegas,sky is clear
2015-03-08,Los Angeles,sky is clear
2015-03-08,Miami,heavy intensity rain
2015-03-08,Minneapolis,sky is clear
2015-03-08,Montreal,light snow
2015-03-08,Nahariyya,sky is clear
2015-03-08,Nashville,sky is clear
2015-03-08,New York,broken clouds
2015-03-08,Philadelphia,sky is clear
2015-03-08,Phoenix,sky is clear
2015-03-08,Pittsburgh,scattered clouds
2015-03-08,Portland,sky is clear
2015-03-08,Saint Louis,sky is clear
2015-03-08,San Antonio,broken clouds
2015-03-08,San Diego,sky is clear
2015-03-08,San Francisco,sky is clear
2015-03-08,Seattle,sky is clear
2015-03-08,Tel Aviv District,sky is clear
2015-03-08,Toronto,few clouds
2015-03-08,Vancouver,sky is clear
2015-03-09,Albuquerque,sky is clear
2015-03-09,Atlanta,overcast clouds
2015-03-09,Beersheba,sky is clear
2015-03-09,Boston,sky is clear
2015-03-09,Charlotte,broken clouds
2015-03-09,Chicago,sky is clear
2015-03-09,Dallas,moderate rain
2015-03-09,Denver,sky is clear
2015-03-09,Detroit,sky is clear
2015-03-09,Eilat,haze
2015-03-09,Haifa,sky is clear
2015-03-09,Houston,heavy intensity rain
2015-03-09,Indianapolis,few clouds
2015-03-09,Jacksonville,sky is clear
2015-03-09,Jerusalem,sky is clear
2015-03-09,Kansas City,few clouds
2015-03-09,Las Vegas,sky is clear
2015-03-09,Los Angeles,sky is clear
2015-03-09,Miami,broken clouds
2015-03-09,Minneapolis,few clouds
2015-03-09,Montreal,light snow
2015-03-09,Nahariyya,sky is clear
2015-03-09,Nashville,broken clouds
2015-03-09,New York,few clouds
2015-03-09,Philadelphia,sky is clear
2015-03-09,Phoenix,sky is clear
2015-03-09,Pittsburgh,scattered clouds
2015-03-09,Portland,sky is clear
2015-03-09,Saint Louis,sky is clear
2015-03-09,San Antonio,heavy intensity rain
2015-03-09,San Diego,sky is clear
2015-03-09,San Francisco,sky is clear
2015-03-09,Seattle,sky is clear
2015-03-09,Tel Aviv District,sky is clear
2015-03-09,Toronto,sky is clear
2015-03-09,Vancouver,broken clouds
2015-03-10,Albuquerque,sky is clear
2015-03-10,Atlanta,light rain
2015-03-10,Beersheba,broken clouds
2015-03-10,Boston,sky is clear
2015-03-10,Charlotte,broken clouds
2015-03-10,Chicago,broken clouds
2015-03-10,Dallas,light rain
2015-03-10,Denver,sky is clear
2015-03-10,Detroit,broken clouds
2015-03-10,Eilat,overcast clouds
2015-03-10,Haifa,broken clouds
2015-03-10,Houston,moderate rain
2015-03-10,Indianapolis,moderate rain
2015-03-10,Jacksonville,sky is clear
2015-03-10,Jerusalem,broken clouds
2015-03-10,Kansas City,overcast clouds
2015-03-10,Las Vegas,sky is clear
2015-03-10,Los Angeles,sky is clear
2015-03-10,Miami,sky is clear
2015-03-10,Minneapolis,sky is clear
2015-03-10,Montreal,sky is clear
2015-03-10,Nahariyya,broken clouds
2015-03-10,Nashville,heavy intensity rain
2015-03-10,New York,broken clouds
2015-03-10,Philadelphia,broken clouds
2015-03-10,Phoenix,sky is clear
2015-03-10,Pittsburgh,broken clouds
2015-03-10,Portland,sky is clear
2015-03-10,Saint Louis,moderate rain
2015-03-10,San Antonio,broken clouds
2015-03-10,San Diego,sky is clear
2015-03-10,San Francisco,sky is clear
2015-03-10,Seattle,sky is clear
2015-03-10,Tel Aviv District,broken clouds
2015-03-10,Toronto,sky is clear
2015-03-10,Vancouver,sky is clear
2015-03-11,Albuquerque,sky is clear
2015-03-11,Atlanta,broken clouds
2015-03-11,Beersheba,scattered clouds
2015-03-11,Boston,light rain
2015-03-11,Charlotte,broken clouds
2015-03-11,Chicago,sky is clear
2015-03-11,Dallas,broken clouds
2015-03-11,Denver,sky is clear
2015-03-11,Detroit,sky is clear
2015-03-11,Eilat,sky is clear
2015-03-11,Haifa,broken clouds
2015-03-11,Houston,scattered clouds
2015-03-11,Indianapolis,broken clouds
2015-03-11,Jacksonville,sky is clear
2015-03-11,Jerusalem,broken clouds
2015-03-11,Kansas City,sky is clear
2015-03-11,Las Vegas,broken clouds
2015-03-11,Los Angeles,overcast clouds
2015-03-11,Miami,scattered clouds
2015-03-11,Minneapolis,sky is clear
2015-03-11,Montreal,broken clouds
2015-03-11,Nahariyya,broken clouds
2015-03-11,Nashville,moderate rain
2015-03-11,New York,moderate rain
2015-03-11,Philadelphia,moderate rain
2015-03-11,Phoenix,sky is clear
2015-03-11,Pittsburgh,moderate rain
2015-03-11,Portland,light rain
2015-03-11,Saint Louis,sky is clear
2015-03-11,San Antonio,scattered clouds
2015-03-11,San Diego,scattered clouds
2015-03-11,San Francisco,light rain
2015-03-11,Seattle,broken clouds
2015-03-11,Tel Aviv District,broken clouds
2015-03-11,Toronto,sky is clear
2015-03-11,Vancouver,heavy intensity rain
2015-03-12,Albuquerque,broken clouds
2015-03-12,Atlanta,scattered clouds
2015-03-12,Beersheba,moderate rain
2015-03-12,Boston,sky is clear
2015-03-12,Charlotte,light rain
2015-03-12,Chicago,sky is clear
2015-03-12,Dallas,broken clouds
2015-03-12,Denver,broken clouds
2015-03-12,Detroit,sky is clear
2015-03-12,Eilat,light rain
2015-03-12,Haifa,moderate rain
2015-03-12,Houston,heavy intensity rain
2015-03-12,Indianapolis,scattered clouds
2015-03-12,Jacksonville,light rain
2015-03-12,Jerusalem,moderate rain
2015-03-12,Kansas City,sky is clear
2015-03-12,Las Vegas,overcast clouds
2015-03-12,Los Angeles,sky is clear
2015-03-12,Miami,sky is clear
2015-03-12,Minneapolis,scattered clouds
2015-03-12,Montreal,light rain
2015-03-12,Nahariyya,moderate rain
2015-03-12,Nashville,broken clouds
2015-03-12,New York,sky is clear
2015-03-12,Philadelphia,sky is clear
2015-03-12,Phoenix,overcast clouds
2015-03-12,Pittsburgh,sky is clear
2015-03-12,Portland,moderate rain
2015-03-12,Saint Louis,broken clouds
2015-03-12,San Antonio,sky is clear
2015-03-12,San Diego,sky is clear
2015-03-12,San Francisco,sky is clear
2015-03-12,Seattle,light rain
2015-03-12,Tel Aviv District,moderate rain
2015-03-12,Toronto,sky is clear
2015-03-12,Vancouver,moderate rain
2015-03-13,Albuquerque,broken clouds
2015-03-13,Atlanta,moderate rain
2015-03-13,Beersheba,few clouds
2015-03-13,Boston,sky is clear
2015-03-13,Charlotte,broken clouds
2015-03-13,Chicago,overcast clouds
2015-03-13,Dallas,moderate rain
2015-03-13,Denver,light rain
2015-03-13,Detroit,broken clouds
2015-03-13,Eilat,scattered clouds
2015-03-13,Haifa,sky is clear
2015-03-13,Houston,light rain
2015-03-13,Indianapolis,moderate rain
2015-03-13,Jacksonville,moderate rain
2015-03-13,Jerusalem,sky is clear
2015-03-13,Kansas City,scattered clouds
2015-03-13,Las Vegas,sky is clear
2015-03-13,Los Angeles,sky is clear
2015-03-13,Miami,light rain
2015-03-13,Minneapolis,broken clouds
2015-03-13,Montreal,light snow
2015-03-13,Nahariyya,sky is clear
2015-03-13,Nashville,light rain
2015-03-13,New York,sky is clear
2015-03-13,Philadelphia,sky is clear
2015-03-13,Phoenix,sky is clear
2015-03-13,Pittsburgh,broken clouds
2015-03-13,Portland,broken clouds
2015-03-13,Saint Louis,light rain
2015-03-13,San Antonio,sky is clear
2015-03-13,San Diego,sky is clear
2015-03-13,San Francisco,broken clouds
2015-03-13,Seattle,broken clouds
2015-03-13,Tel Aviv District,few clouds
2015-03-13,Toronto,scattered clouds
2015-03-13,Vancouver,broken clouds
2015-03-14,Albuquerque,few clouds
2015-03-14,Atlanta,heavy intensity rain
2015-03-14,Beersheba,sky is clear
2015-03-14,Boston,broken clouds
2015-03-14,Charlotte,light rain
2015-03-14,Chicago,broken clouds
2015-03-14,Dallas,light rain
2015-03-14,Denver,sky is clear
2015-03-14,Detroit,light rain
2015-03-14,Eilat,sky is clear
2015-03-14,Haifa,sky is clear
2015-03-14,Houston,sky is clear
2015-03-14,Indianapolis,heavy intensity rain
2015-03-14,Jacksonville,light rain
2015-03-14,Jerusalem,sky is clear
2015-03-14,Kansas City,broken clouds
2015-03-14,Las Vegas,sky is clear
2015-03-14,Los Angeles,few clouds
2015-03-14,Miami,sky is clear
2015-03-14,Minneapolis,sky is clear
2015-03-14,Montreal,overcast clouds
2015-03-14,Nahariyya,sky is clear
2015-03-14,Nashville,light rain
2015-03-14,New York,heavy intensity rain
2015-03-14,Philadelphia,heavy intensity rain
2015-03-14,Phoenix,sky is clear
2015-03-14,Pittsburgh,heavy intensity rain
2015-03-14,Portland,heavy intensity rain
2015-03-14,Saint Louis,moderate rain
2015-03-14,San Antonio,sky is clear
2015-03-14,San Diego,sky is clear
2015-03-14,San Francisco,broken clouds
2015-03-14,Seattle,heavy intensity rain
2015-03-14,Tel Aviv District,sky is clear
2015-03-14,Toronto,light rain
2015-03-14,Vancouver,heavy intensity rain
2015-03-15,Albuquerque,sky is clear
2015-03-15,Atlanta,scattered clouds
2015-03-15,Beersheba,sky is clear
2015-03-15,Boston,light rain
2015-03-15,Charlotte,few clouds
2015-03-15,Chicago,sky is clear
2015-03-15,Dallas,overcast clouds
2015-03-15,Denver,sky is clear
2015-03-15,Detroit,few clouds
2015-03-15,Eilat,sky is clear
2015-03-15,Haifa,sky is clear
2015-03-15,Houston,broken clouds
2015-03-15,Indianapolis,sky is clear
2015-03-15,Jacksonville,sky is clear
2015-03-15,Jerusalem,sky is clear
2015-03-15,Kansas City,sky is clear
2015-03-15,Las Vegas,sky is clear
2015-03-15,Los Angeles,scattered clouds
2015-03-15,Miami,sky is clear
2015-03-15,Minneapolis,scattered clouds
2015-03-15,Montreal,light rain
2015-03-15,Nahariyya,sky is clear
2015-03-15,Nashville,sky is clear
2015-03-15,New York,light rain
2015-03-15,Philadelphia,light rain
2015-03-15,Phoenix,sky is clear
2015-03-15,Pittsburgh,light rain
2015-03-15,Portland,heavy intensity rain
2015-03-15,Saint Louis,sky is clear
2015-03-15,San Antonio,broken clouds
2015-03-15,San Diego,sky is clear
2015-03-15,San Francisco,scattered clouds
2015-03-15,Seattle,heavy intensity rain
2015-03-15,Tel Aviv District,sky is clear
2015-03-15,Toronto,light rain
2015-03-15,Vancouver,overcast clouds
2015-03-16,Albuquerque,sky is clear
2015-03-16,Atlanta,sky is clear
2015-03-16,Beersheba,light rain
2015-03-16,Boston,sky is clear
2015-03-16,Charlotte,sky is clear
2015-03-16,Chicago,scattered clouds
2015-03-16,Dallas,few clouds
2015-03-16,Denver,sky is clear
2015-03-16,Detroit,broken clouds
2015-03-16,Eilat,sky is clear
2015-03-16,Haifa,sky is clear
2015-03-16,Houston,scattered clouds
2015-03-16,Indianapolis,few clouds
2015-03-16,Jacksonville,sky is clear
2015-03-16,Jerusalem,sky is clear
2015-03-16,Kansas City,sky is clear
2015-03-16,Las Vegas,sky is clear
2015-03-16,Los Angeles,scattered clouds
2015-03-16,Miami,sky is clear
2015-03-16,Minneapolis,broken clouds
2015-03-16,Montreal,broken clouds
2015-03-16,Nahariyya,sky is clear
2015-03-16,Nashville,sky is clear
2015-03-16,New York,scattered clouds
2015-03-16,Philadelphia,scattered clouds
2015-03-16,Phoenix,sky is clear
2015-03-16,Pittsburgh,scattered clouds
2015-03-16,Portland,light rain
2015-03-16,Saint Louis,sky is clear
2015-03-16,San Antonio,scattered clouds
2015-03-16,San Diego,few clouds
2015-03-16,San Francisco,broken clouds
2015-03-16,Seattle,moderate rain
2015-03-16,Tel Aviv District,sky is clear
2015-03-16,Toronto,scattered clouds
2015-03-16,Vancouver,moderate rain
2015-03-17,Albuquerque,scattered clouds
2015-03-17,Atlanta,sky is clear
2015-03-17,Beersheba,sky is clear
2015-03-17,Boston,moderate rain
2015-03-17,Charlotte,sky is clear
2015-03-17,Chicago,sky is clear
2015-03-17,Dallas,broken clouds
2015-03-17,Denver,sky is clear
2015-03-17,Detroit,overcast clouds
2015-03-17,Eilat,sky is clear
2015-03-17,Haifa,sky is clear
2015-03-17,Houston,broken clouds
2015-03-17,Indianapolis,sky is clear
2015-03-17,Jacksonville,sky is clear
2015-03-17,Jerusalem,sky is clear
2015-03-17,Kansas City,sky is clear
2015-03-17,Las Vegas,sky is clear
2015-03-17,Los Angeles,broken clouds
2015-03-17,Miami,light rain
2015-03-17,Minneapolis,sky is clear
2015-03-17,Montreal,snow
2015-03-17,Nahariyya,sky is clear
2015-03-17,Nashville,sky is clear
2015-03-17,New York,light rain
2015-03-17,Philadelphia,broken clouds
2015-03-17,Phoenix,sky is clear
2015-03-17,Pittsburgh,scattered clouds
2015-03-17,Portland,broken clouds
2015-03-17,Saint Louis,sky is clear
2015-03-17,San Antonio,light rain
2015-03-17,San Diego,scattered clouds
2015-03-17,San Francisco,broken clouds
2015-03-17,Seattle,broken clouds
2015-03-17,Tel Aviv District,sky is clear
2015-03-17,Toronto,light rain
2015-03-17,Vancouver,broken clouds
2015-03-18,Albuquerque,light rain
2015-03-18,Atlanta,broken clouds
2015-03-18,Beersheba,sky is clear
2015-03-18,Boston,sky is clear
2015-03-18,Charlotte,sky is clear
2015-03-18,Chicago,broken clouds
2015-03-18,Dallas,moderate rain
2015-03-18,Denver,sky is clear
2015-03-18,Detroit,sky is clear
2015-03-18,Eilat,sky is clear
2015-03-18,Haifa,broken clouds
2015-03-18,Houston,light rain
2015-03-18,Indianapolis,sky is clear
2015-03-18,Jacksonville,sky is clear
2015-03-18,Jerusalem,sky is clear
2015-03-18,Kansas City,moderate rain
2015-03-18,Las Vegas,broken clouds
2015-03-18,Los Angeles,broken clouds
2015-03-18,Miami,sky is clear
2015-03-18,Minneapolis,broken clouds
2015-03-18,Montreal,few clouds
2015-03-18,Nahariyya,broken clouds
2015-03-18,Nashville,broken clouds
2015-03-18,New York,sky is clear
2015-03-18,Philadelphia,sky is clear
2015-03-18,Phoenix,overcast clouds
2015-03-18,Pittsburgh,sky is clear
2015-03-18,Portland,light rain
2015-03-18,Saint Louis,sky is clear
2015-03-18,San Antonio,moderate rain
2015-03-18,San Diego,broken clouds
2015-03-18,San Francisco,sky is clear
2015-03-18,Seattle,sky is clear
2015-03-18,Tel Aviv District,sky is clear
2015-03-18,Toronto,sky is clear
2015-03-18,Vancouver,broken clouds
2015-03-19,Albuquerque,light rain
2015-03-19,Atlanta,heavy intensity rain
2015-03-19,Beersheba,light rain
2015-03-19,Boston,sky is clear
2015-03-19,Charlotte,broken clouds
2015-03-19,Chicago,broken clouds
2015-03-19,Dallas,light rain
2015-03-19,Denver,moderate rain
2015-03-19,Detroit,broken clouds
2015-03-19,Eilat,sky is clear
2015-03-19,Haifa,scattered clouds
2015-03-19,Houston,scattered clouds
2015-03-19,Indianapolis,overcast clouds
2015-03-19,Jacksonville,broken clouds
2015-03-19,Jerusalem,light rain
2015-03-19,Kansas City,moderate rain
2015-03-19,Las Vegas,overcast clouds
2015-03-19,Los Angeles,broken clouds
2015-03-19,Miami,few clouds
2015-03-19,Minneapolis,overcast clouds
2015-03-19,Montreal,sky is clear
2015-03-19,Nahariyya,scattered clouds
2015-03-19,Nashville,moderate rain
2015-03-19,New York,sky is clear
2015-03-19,Philadelphia,sky is clear
2015-03-19,Phoenix,light rain
2015-03-19,Pittsburgh,broken clouds
2015-03-19,Portland,broken clouds
2015-03-19,Saint Louis,light rain
2015-03-19,San Antonio,light rain
2015-03-19,San Diego,broken clouds
2015-03-19,San Francisco,sky is clear
2015-03-19,Seattle,broken clouds
2015-03-19,Tel Aviv District,overcast clouds
2015-03-19,Toronto,sky is clear
2015-03-19,Vancouver,moderate rain
2015-03-20,Albuquerque,moderate rain
2015-03-20,Atlanta,light rain
2015-03-20,Beersheba,light rain
2015-03-20,Boston,sky is clear
2015-03-20,Charlotte,moderate rain
2015-03-20,Chicago,overcast clouds
2015-03-20,Dallas,heavy intensity rain
2015-03-20,Denver,sky is clear
2015-03-20,Detroit,broken clouds
2015-03-20,Eilat,sky is clear
2015-03-20,Haifa,overcast clouds
2015-03-20,Houston,light rain
2015-03-20,Indianapolis,light rain
2015-03-20,Jacksonville,sky is clear
2015-03-20,Jerusalem,light rain
2015-03-20,Kansas City,sky is clear
2015-03-20,Las Vegas,sky is clear
2015-03-20,Los Angeles,light rain
2015-03-20,Miami,sky is clear
2015-03-20,Minneapolis,scattered clouds
2015-03-20,Montreal,scattered clouds
2015-03-20,Nahariyya,overcast clouds
2015-03-20,Nashville,light rain
2015-03-20,New York,overcast clouds
2015-03-20,Philadelphia,snow
2015-03-20,Phoenix,broken clouds
2015-03-20,Pittsburgh,moderate rain
2015-03-20,Portland,broken clouds
2015-03-20,Saint Louis,light rain
2015-03-20,San Antonio,light rain
2015-03-20,San Diego,sky is clear
2015-03-20,San Francisco,sky is clear
2015-03-20,Seattle,broken clouds
2015-03-20,Tel Aviv District,overcast clouds
2015-03-20,Toronto,scattered clouds
2015-03-20,Vancouver,light rain
2015-03-21,Albuquerque,sky is clear
2015-03-21,Atlanta,sky is clear
2015-03-21,Beersheba,light rain
2015-03-21,Boston,snow
2015-03-21,Charlotte,few clouds
2015-03-21,Chicago,sky is clear
2015-03-21,Dallas,light rain
2015-03-21,Denver,sky is clear
2015-03-21,Detroit,light rain
2015-03-21,Eilat,sky is clear
2015-03-21,Haifa,light rain
2015-03-21,Houston,heavy intensity rain
2015-03-21,Indianapolis,sky is clear
2015-03-21,Jacksonville,light rain
2015-03-21,Jerusalem,light rain
2015-03-21,Kansas City,sky is clear
2015-03-21,Las Vegas,sky is clear
2015-03-21,Los Angeles,sky is clear
2015-03-21,Miami,sky is clear
2015-03-21,Minneapolis,sky is clear
2015-03-21,Montreal,light snow
2015-03-21,Nahariyya,light rain
2015-03-21,Nashville,broken clouds
2015-03-21,New York,snow
2015-03-21,Philadelphia,snow
2015-03-21,Phoenix,sky is clear
2015-03-21,Pittsburgh,light rain
2015-03-21,Portland,moderate rain
2015-03-21,Saint Louis,scattered clouds
2015-03-21,San Antonio,heavy intensity rain
2015-03-21,San Diego,sky is clear
2015-03-21,San Francisco,light rain
2015-03-21,Seattle,light rain
2015-03-21,Tel Aviv District,light rain
2015-03-21,Toronto,moderate rain
2015-03-21,Vancouver,heavy intensity rain
2015-03-22,Albuquerque,sky is clear
2015-03-22,Atlanta,overcast clouds
2015-03-22,Beersheba,sky is clear
2015-03-22,Boston,sky is clear
2015-03-22,Charlotte,overcast clouds
2015-03-22,Chicago,sky is clear
2015-03-22,Dallas,moderate rain
2015-03-22,Denver,sky is clear
2015-03-22,Detroit,sky is clear
2015-03-22,Eilat,sky is clear
2015-03-22,Haifa,sky is clear
2015-03-22,Houston,light rain
2015-03-22,Indianapolis,scattered clouds
2015-03-22,Jacksonville,light rain
2015-03-22,Jerusalem,sky is clear
2015-03-22,Kansas City,few clouds
2015-03-22,Las Vegas,broken clouds
2015-03-22,Los Angeles,scattered clouds
2015-03-22,Miami,scattered clouds
2015-03-22,Minneapolis,light snow
2015-03-22,Montreal,sky is clear
2015-03-22,Nahariyya,sky is clear
2015-03-22,Nashville,overcast clouds
2015-03-22,New York,sky is clear
2015-03-22,Philadelphia,sky is clear
2015-03-22,Phoenix,sky is clear
2015-03-22,Pittsburgh,light rain
2015-03-22,Portland,moderate rain
2015-03-22,Saint Louis,broken clouds
2015-03-22,San Antonio,light rain
2015-03-22,San Diego,few clouds
2015-03-22,San Francisco,light rain
2015-03-22,Seattle,light rain
2015-03-22,Tel Aviv District,sky is clear
2015-03-22,Toronto,sky is clear
2015-03-22,Vancouver,light rain
2015-03-23,Albuquerque,sky is clear
2015-03-23,Atlanta,heavy intensity rain
2015-03-23,Beersheba,sky is clear
2015-03-23,Boston,sky is clear
2015-03-23,Charlotte,overcast clouds
2015-03-23,Chicago,snow
2015-03-23,Dallas,sky is clear
2015-03-23,Denver,broken clouds
2015-03-23,Detroit,broken clouds
2015-03-23,Eilat,broken clouds
2015-03-23,Haifa,broken clouds
2015-03-23,Houston,sky is clear
2015-03-23,Indianapolis,scattered clouds
2015-03-23,Jacksonville,heavy intensity rain
2015-03-23,Jerusalem,sky is clear
2015-03-23,Kansas City,light rain
2015-03-23,Las Vegas,sky is clear
2015-03-23,Los Angeles,light rain
2015-03-23,Miami,sky is clear
2015-03-23,Minneapolis,snow
2015-03-23,Montreal,sky is clear
2015-03-23,Nahariyya,broken clouds
2015-03-23,Nashville,light rain
2015-03-23,New York,sky is clear
2015-03-23,Philadelphia,sky is clear
2015-03-23,Phoenix,sky is clear
2015-03-23,Pittsburgh,sky is clear
2015-03-23,Portland,light rain
2015-03-23,Saint Louis,sky is clear
2015-03-23,San Antonio,sky is clear
2015-03-23,San Diego,sky is clear
2015-03-23,San Francisco,light rain
2015-03-23,Seattle,light rain
2015-03-23,Tel Aviv District,sky is clear
2015-03-23,Toronto,sky is clear
2015-03-23,Vancouver,moderate rain
2015-03-24,Albuquerque,sky is clear
2015-03-24,Atlanta,sky is clear
2015-03-24,Beersheba,sky is clear
2015-03-24,Boston,scattered clouds
2015-03-24,Charlotte,sky is clear
2015-03-24,Chicago,sky is clear
2015-03-24,Dallas,sky is clear
2015-03-24,Denver,light rain
2015-03-24,Detroit,sky is clear
2015-03-24,Eilat,sky is clear
2015-03-24,Haifa,sky is clear
2015-03-24,Houston,sky is clear
2015-03-24,Indianapolis,broken clouds
2015-03-24,Jacksonville,light rain
2015-03-24,Jerusalem,sky is clear
2015-03-24,Kansas City,moderate rain
2015-03-24,Las Vegas,sky is clear
2015-03-24,Los Angeles,sky is clear
2015-03-24,Miami,light rain
2015-03-24,Minneapolis,scattered clouds
2015-03-24,Montreal,sky is clear
2015-03-24,Nahariyya,sky is clear
2015-03-24,Nashville,sky is clear
2015-03-24,New York,scattered clouds
2015-03-24,Philadelphia,broken clouds
2015-03-24,Phoenix,sky is clear
2015-03-24,Pittsburgh,snow
2015-03-24,Portland,heavy intensity rain
2015-03-24,Saint Louis,moderate rain
2015-03-24,San Antonio,sky is clear
2015-03-24,San Diego,sky is clear
2015-03-24,San Francisco,scattered clouds
2015-03-24,Seattle,moderate rain
2015-03-24,Tel Aviv District,sky is clear
2015-03-24,Toronto,scattered clouds
2015-03-24,Vancouver,moderate rain
2015-03-25,Albuquerque,sky is clear
2015-03-25,Atlanta,light rain
2015-03-25,Beersheba,sky is clear
2015-03-25,Boston,sky is clear
2015-03-25,Charlotte,scattered clouds
2015-03-25,Chicago,heavy intensity rain
2015-03-25,Dallas,sky is clear
2015-03-25,Denver,light rain
2015-03-25,Detroit,moderate rain
2015-03-25,Eilat,scattered clouds
2015-03-25,Haifa,scattered clouds
2015-03-25,Houston,sky is clear
2015-03-25,Indianapolis,moderate rain
2015-03-25,Jacksonville,moderate rain
2015-03-25,Jerusalem,scattered clouds
2015-03-25,Kansas City,moderate rain
2015-03-25,Las Vegas,sky is clear
2015-03-25,Los Angeles,sky is clear
2015-03-25,Miami,light rain
2015-03-25,Minneapolis,snow
2015-03-25,Montreal,sky is clear
2015-03-25,Nahariyya,scattered clouds
2015-03-25,Nashville,light rain
2015-03-25,New York,sky is clear
2015-03-25,Philadelphia,sky is clear
2015-03-25,Phoenix,sky is clear
2015-03-25,Pittsburgh,light rain
2015-03-25,Portland,heavy intensity rain
2015-03-25,Saint Louis,moderate rain
2015-03-25,San Antonio,sky is clear
2015-03-25,San Diego,sky is clear
2015-03-25,San Francisco,sky is clear
2015-03-25,Seattle,moderate rain
2015-03-25,Tel Aviv District,sky is clear
2015-03-25,Toronto,moderate rain
2015-03-25,Vancouver,heavy intensity rain
2015-03-26,Albuquerque,sky is clear
2015-03-26,Atlanta,light rain
2015-03-26,Beersheba,sky is clear
2015-03-26,Boston,light rain
2015-03-26,Charlotte,light rain
2015-03-26,Chicago,broken clouds
2015-03-26,Dallas,light rain
2015-03-26,Denver,sky is clear
2015-03-26,Detroit,light rain
2015-03-26,Eilat,sky is clear
2015-03-26,Haifa,sky is clear
2015-03-26,Houston,moderate rain
2015-03-26,Indianapolis,heavy intensity rain
2015-03-26,Jacksonville,moderate rain
2015-03-26,Jerusalem,sky is clear
2015-03-26,Kansas City,light rain
2015-03-26,Las Vegas,sky is clear
2015-03-26,Los Angeles,sky is clear
2015-03-26,Miami,sky is clear
2015-03-26,Minneapolis,sky is clear
2015-03-26,Montreal,light rain
2015-03-26,Nahariyya,sky is clear
2015-03-26,Nashville,light rain
2015-03-26,New York,light rain
2015-03-26,Philadelphia,light rain
2015-03-26,Phoenix,sky is clear
2015-03-26,Pittsburgh,moderate rain
2015-03-26,Portland,sky is clear
2015-03-26,Saint Louis,heavy intensity rain
2015-03-26,San Antonio,moderate rain
2015-03-26,San Diego,sky is clear
2015-03-26,San Francisco,sky is clear
2015-03-26,Seattle,light rain
2015-03-26,Tel Aviv District,sky is clear
2015-03-26,Toronto,light rain
2015-03-26,Vancouver,heavy intensity rain
2015-03-27,Albuquerque,sky is clear
2015-03-27,Atlanta,moderate rain
2015-03-27,Beersheba,few clouds
2015-03-27,Boston,heavy intensity rain
2015-03-27,Charlotte,moderate rain
2015-03-27,Chicago,sky is clear
2015-03-27,Dallas,sky is clear
2015-03-27,Denver,sky is clear
2015-03-27,Detroit,light snow
2015-03-27,Eilat,sky is clear
2015-03-27,Haifa,few clouds
2015-03-27,Houston,sky is clear
2015-03-27,Indianapolis,few clouds
2015-03-27,Jacksonville,light rain
2015-03-27,Jerusalem,sky is clear
2015-03-27,Kansas City,light rain
2015-03-27,Las Vegas,sky is clear
2015-03-27,Los Angeles,sky is clear
2015-03-27,Miami,sky is clear
2015-03-27,Minneapolis,sky is clear
2015-03-27,Montreal,broken clouds
2015-03-27,Nahariyya,few clouds
2015-03-27,Nashville,light rain
2015-03-27,New York,moderate rain
2015-03-27,Philadelphia,moderate rain
2015-03-27,Phoenix,sky is clear
2015-03-27,Pittsburgh,light rain
2015-03-27,Portland,sky is clear
2015-03-27,Saint Louis,broken clouds
2015-03-27,San Antonio,sky is clear
2015-03-27,San Diego,sky is clear
2015-03-27,San Francisco,sky is clear
2015-03-27,Seattle,sky is clear
2015-03-27,Tel Aviv District,few clouds
2015-03-27,Toronto,light snow
2015-03-27,Vancouver,broken clouds
2015-03-28,Albuquerque,sky is clear
2015-03-28,Atlanta,sky is clear
2015-03-28,Beersheba,sky is clear
2015-03-28,Boston,light rain
2015-03-28,Charlotte,sky is clear
2015-03-28,Chicago,sky is clear
2015-03-28,Dallas,sky is clear
2015-03-28,Denver,sky is clear
2015-03-28,Detroit,light snow
2015-03-28,Eilat,sky is clear
2015-03-28,Haifa,light rain
2015-03-28,Houston,sky is clear
2015-03-28,Indianapolis,sky is clear
2015-03-28,Jacksonville,sky is clear
2015-03-28,Jerusalem,sky is clear
2015-03-28,Kansas City,light rain
2015-03-28,Las Vegas,sky is clear
2015-03-28,Los Angeles,sky is clear
2015-03-28,Miami,light rain
2015-03-28,Minneapolis,sky is clear
2015-03-28,Montreal,light snow
2015-03-28,Nahariyya,light rain
2015-03-28,Nashville,sky is clear
2015-03-28,New York,light snow
2015-03-28,Philadelphia,scattered clouds
2015-03-28,Phoenix,sky is clear
2015-03-28,Pittsburgh,light snow
2015-03-28,Portland,moderate rain
2015-03-28,Saint Louis,scattered clouds
2015-03-28,San Antonio,sky is clear
2015-03-28,San Diego,sky is clear
2015-03-28,San Francisco,sky is clear
2015-03-28,Seattle,light rain
2015-03-28,Tel Aviv District,sky is clear
2015-03-28,Toronto,light snow
2015-03-28,Vancouver,heavy intensity rain
2015-03-29,Albuquerque,sky is clear
